id,title,year,ratings,votes,length,genres,formatted_title,formatted_length
tt0252488,The Rascals' Class Misses its Grades (1976),1976,8.4,6714,00 mins.,Comedy,The Rascals' Class Misses its Grades,0
tt0417397,9th Company (2005),2005,7.2,6712,139 mins.,Action|Drama|History|War,9th Company,139
tt0092796,Creepshow 2 (1987),1987,5.4,6698,92 mins.,Comedy|Fantasy|Horror|Sci-Fi|Thriller,Creepshow 2,92
tt0217756,Ready to Rumble (2000),2000,4.8,6694,107 mins.,Comedy|Sport,Ready to Rumble,107
tt0118892,Dangerous Beauty (1998),1998,7.0,6690,111 mins.,Biography|Drama|Romance,Dangerous Beauty,111
tt1477837,Cedar Rapids (2011),2011,6.6,6687,87 mins.,Comedy,Cedar Rapids,87
tt0082377,Omen III: The Final Conflict (1981),1981,5.3,6682,108 mins.,Drama|Horror|Mystery,Omen III: The Final Conflict,108
tt0160611,Ordinary Decent Criminal (2000),2000,6.3,6681,93 mins.,Crime|Comedy,Ordinary Decent Criminal,93
tt0804540,Taxi 4 (2007),2007,5.1,6671,91 mins.,Action|Comedy,Taxi 4,91
tt0075222,Silent Movie (1976),1976,6.5,6658,87 mins.,Comedy,Silent Movie,87
tt0110081,To Live (1994),1994,8.1,6652,125 mins.,Drama|War,To Live,125
tt0339412,Mr 3000 (2004),2004,5.6,6644,104 mins.,Comedy|Drama|Romance|Sport,Mr 3000,104
tt0105128,Pet Sematary II (1992),1992,4.2,6635,100 mins.,Action|Horror|Thriller,Pet Sematary II,100
tt0111732,With Honors (1994),1994,6.3,6632,103 mins.,Comedy|Drama,With Honors,103
tt0086320,Sleepaway Camp (1983),1983,5.8,6630,88 mins.,Horror|Thriller,Sleepaway Camp,88
tt0067445,Death in Venice (1971),1971,7.6,6621,130 mins.,Drama|Fantasy,Death in Venice,130
tt0339135,In Hell (2003),2003,5.9,6619,98 mins.,Action|Thriller|Drama,In Hell,98
tt0375611,Black (2005),2005,8.0,6615,122 mins.,Drama,Black,122
tt0094027,Stand and Deliver (1988),1988,7.2,6605,103 mins.,Drama,Stand and Deliver,103
tt0118055,Up Close & Personal (1996),1996,5.7,6605,124 mins.,Drama|Romance,Up Close & Personal,124
tt1273235,A Serbian Film (2010),2010,5.8,6598,104 mins.,Adult|Drama|Horror|Thriller,A Serbian Film,104
tt0151568,Topsy-Turvy (1999),1999,7.2,6596,160 mins.,Biography|Comedy|Drama|Music,Topsy-Turvy,160
tt0280969,My Little Eye (2002),2002,5.7,6593,95 mins.,Horror|Mystery|Thriller,My Little Eye,95
tt0308878,The Shape of Things (2003),2003,6.8,6591,96 mins.,Comedy|Drama|Romance,The Shape of Things,96
tt0424774,The Adventures of Sharkboy and Lavagirl 3-D (2005),2005,3.5,6580,93 mins.,Action|Adventure|Family|Fantasy,The Adventures of Sharkboy and Lavagirl 3-D,93
tt0064072,Battle of Britain (1969),1969,6.8,6573,132 mins.,Action|Drama|History|War,Battle of Britain,132
tt0105211,Radio Flyer (1992),1992,6.5,6568,114 mins.,Drama,Radio Flyer,114
tt0099819,I Love You to Death (1990),1990,6.2,6560,97 mins.,Comedy|Crime,I Love You to Death,97
tt0790804,The Comebacks (2007),2007,3.8,6556,84 mins.,Comedy|Sport,The Comebacks,84
tt0059243,The Great Race (1965),1965,7.1,6541,160 mins.,Action|Adventure|Comedy|Family|Musical|Romance|Sport,The Great Race,160
tt0057187,Irma la Douce (1963),1963,7.3,6525,147 mins.,Comedy|Romance,Irma la Douce,147
tt0050706,Mon Oncle (1958),1958,7.8,6522,117 mins.,Comedy,Mon Oncle,117
tt0085255,Blue Thunder (1983),1983,6.1,6672,109 mins.,Action|Crime|Drama|Thriller,Blue Thunder,109
tt1431181,Another Year (2010),2010,7.5,6659,129 mins.,Comedy|Drama,Another Year,129
tt0110771,The Paper (1994),1994,6.4,6652,112 mins.,Comedy|Drama,The Paper,112
tt0393735,The Shaggy Dog (2006),2006,4.2,6650,98 mins.,Comedy|Family|Fantasy,The Shaggy Dog,98
tt0117119,My Fellow Americans (1996),1996,6.3,6639,101 mins.,Adventure|Comedy,My Fellow Americans,101
tt0306734,Le divorce (2003),2003,4.9,6633,117 mins.,Drama|Romance|Comedy,Le divorce,117
tt0097457,Great Balls of Fire! (1989),1989,6.0,6631,108 mins.,Biography|Drama|Music,Great Balls of Fire!,108
tt0400426,Far Cry (2008),2008,3.3,6627,95 mins.,Action|Adventure|Sci-Fi,Far Cry,95
tt0118863,Clay Pigeons (1998),1998,6.5,6619,104 mins.,Comedy|Crime|Thriller|Drama,Clay Pigeons,104
tt0087755,The Muppets Take Manhattan (1984),1984,6.6,6618,94 mins.,Comedy|Family|Musical|Romance,The Muppets Take Manhattan,94
tt0104549,Jennifer Eight (1992),1992,6.2,6613,124 mins.,Thriller|Mystery,Jennifer Eight,124
tt0090583,About Last Night... (1986),1986,5.9,6605,113 mins.,Comedy|Drama|Romance,About Last Night...,113
tt0112887,The Doom Generation (1995),1995,5.3,6605,83 mins.,Action|Comedy|Crime|Drama|Thriller,The Doom Generation,83
tt0042804,The Young and the Damned (1950),1950,8.2,6597,85 mins.,Crime|Drama,The Young and the Damned,85
tt0101316,The Lover (1992),1992,6.7,6594,115 mins.,Biography|Drama|Romance,The Lover,115
tt0235060,The Road Home (2000),2000,7.7,6593,89 mins.,Drama|Romance,The Road Home,89
tt0099776,Europa Europa (1990),1990,7.7,6582,112 mins.,Drama|History|War,Europa Europa,112
tt0049513,Moby Dick (1956),1956,7.4,6573,116 mins.,Adventure|Drama,Moby Dick,116
tt0129280,The Out-of-Towners (1999),1999,5.0,6570,90 mins.,Comedy,The Out-of-Towners,90
tt0490196,Phat Girlz (2006),2006,2.4,6564,99 mins.,Comedy,Phat Girlz,99
tt0253828,Tosun Pasa (1976),1976,8.7,6559,90 mins.,Comedy|History,Tosun Pasa,90
tt0116514,Hellraiser: Bloodline (1996),1996,4.6,6547,85 mins.,Horror|Sci-Fi,Hellraiser: Bloodline,85
tt0234354,Novocaine (2001),2001,5.8,6537,95 mins.,Comedy|Crime|Drama|Thriller,Novocaine,95
tt0110763,The Pagemaster (1994),1994,5.1,6525,80 mins.,Animation|Adventure|Comedy|Family|Fantasy|Mystery|Romance,The Pagemaster,80
tt0484877,Wedding Daze (2006),2006,5.8,6521,90 mins.,Comedy|Romance,Wedding Daze,90
tt0051658,Gigi (1958),1958,6.9,6518,00 mins.,Comedy|Musical|Romance,Gigi,0
tt0281820,The Good Thief (2002),2002,6.6,6505,108 mins.,Crime|Drama|Thriller,The Good Thief,108
tt0056241,The Miracle Worker (1962),1962,8.1,6504,106 mins.,Biography|Drama,The Miracle Worker,106
tt0117057,The Mirror Has Two Faces (1996),1996,6.1,6500,126 mins.,Comedy|Drama|Romance,The Mirror Has Two Faces,126
tt0162360,"Happy, Texas (1999)",1999,6.2,6488,98 mins.,Comedy|Crime|Romance,"Happy, Texas",98
tt0095800,The Bear (1988),1988,7.6,6481,96 mins.,Adventure|Family|Drama,The Bear,96
tt0102744,Quigley Down Under (1990),1990,6.6,6475,119 mins.,Western|Adventure|Drama,Quigley Down Under,119
tt0338077,Grind (2003),2003,5.4,6465,105 mins.,Adventure|Comedy|Sport,Grind,105
tt0080549,Coal Miner's Daughter (1980),1980,7.4,6464,125 mins.,Biography|Drama|Music,Coal Miner's Daughter,125
tt0057427,The Trial (1962),1962,7.8,6461,118 mins.,Crime|Drama|Fantasy|Mystery|Thriller,The Trial,118
tt0094072,Summer School (1987),1987,6.1,6458,97 mins.,Comedy|Romance,Summer School,97
tt0444182,Days of Glory (2006),2006,7.2,6451,128 mins.,Action|Drama|War,Days of Glory,128
tt1226681,Pontypool (2008),2008,6.7,6449,93 mins.,Horror|Mystery|Sci-Fi,Pontypool,93
tt0074256,Bugsy Malone (1976),1976,6.4,6446,93 mins.,Comedy|Crime|Family|Musical,Bugsy Malone,93
tt0784972,The Brothers Solomon (2007),2007,5.1,6435,93 mins.,Comedy,The Brothers Solomon,93
tt0087032,Cannonball Run II (1984),1984,4.2,6431,108 mins.,Action|Comedy,Cannonball Run II,108
tt0373024,Imaginary Heroes (2004),2004,7.1,6423,111 mins.,Comedy|Drama,Imaginary Heroes,111
tt0199725,Love & Basketball (2000),2000,6.8,6421,124 mins.,Drama|Romance|Sport,Love & Basketball,124
tt0105699,Unlawful Entry (1992),1992,6.0,6415,117 mins.,Crime|Drama|Thriller,Unlawful Entry,117
tt0074102,In the Realm of the Senses (1976),1976,6.6,6406,00 mins.,Drama|Romance,In the Realm of the Senses,0
tt0044837,Limelight (1952),1952,7.9,6401,137 mins.,Comedy|Drama|Music|Romance,Limelight,137
tt0238936,Devdas (2002),2002,7.2,6398,185 mins.,Musical|Romance,Devdas,185
tt0162973,Get Real (1998),1998,7.6,6397,108 mins.,Comedy|Drama|Romance|Sport,Get Real,108
tt0288439,Bang Bang You're Dead (2002),2002,8.0,6395,87 mins.,Crime|Drama|Thriller,Bang Bang You're Dead,87
tt0056058,Harakiri (1962),1962,8.4,6390,133 mins.,Drama,Harakiri,133
tt0091445,Lucas (1986),1986,6.6,6509,100 mins.,Comedy|Drama|Romance,Lucas,100
tt0073000,Pinchcliffe Grand Prix (1975),1975,8.0,6505,88 mins.,Animation|Adventure|Comedy|Family|Sport,Pinchcliffe Grand Prix,88
tt1190617,An American Carol (2008),2008,4.4,6504,83 mins.,Comedy|Fantasy,An American Carol,83
tt0089489,Lifeforce (1985),1985,5.9,6492,116 mins.,Horror|Sci-Fi|Thriller,Lifeforce,116
tt0268690,Thirteen Conversations About One Thing (2001),2001,7.1,6486,104 mins.,Drama,Thirteen Conversations About One Thing,104
tt0106453,Body of Evidence (1993),1993,4.1,6479,99 mins.,Drama|Romance|Thriller,Body of Evidence,99
tt0106627,The Crush (1993),1993,5.3,6473,89 mins.,Drama|Thriller,The Crush,89
tt0102943,Slacker (1991),1991,7.0,6465,97 mins.,Comedy|Drama,Slacker,97
tt0106912,Fire in the Sky (1993),1993,6.3,6462,109 mins.,Drama|Horror|Mystery|Sci-Fi,Fire in the Sky,109
tt0309820,Luther (2003),2003,6.8,6461,123 mins.,Biography|Drama|History,Luther,123
tt0248126,Kabhi Khushi Kabhie Gham... (2001),2001,6.9,6453,210 mins.,Drama|Musical|Romance,Kabhi Khushi Kabhie Gham...,210
tt0051622,The Fly (1958),1958,7.0,6449,94 mins.,Horror|Sci-Fi|Thriller,The Fly,94
tt0102388,The Man in the Moon (1991),1991,7.3,6446,99 mins.,Drama|Romance,The Man in the Moon,99
tt0435679,Keith (2008),2008,7.5,6437,00 mins.,Drama|Romance,Keith,0
tt0140397,Mumford (1999),1999,6.8,6431,112 mins.,Comedy|Drama,Mumford,112
tt0156841,The Next Best Thing (2000),2000,4.4,6425,108 mins.,Comedy|Romance,The Next Best Thing,108
tt0080310,Breaker Morant (1980),1980,8.0,6423,107 mins.,Drama|History|War,Breaker Morant,107
tt0117550,Santa with Muscles (1996),1996,2.1,6420,97 mins.,Family|Comedy,Santa with Muscles,97
tt0118826,The Castle (1997),1997,7.5,6411,85 mins.,Comedy,The Castle,85
tt0787523,Towelhead (2007),2007,7.0,6403,124 mins.,Drama,Towelhead,124
tt1242545,Looking for Eric (2009),2009,7.2,6400,116 mins.,Comedy|Drama|Fantasy|Sport,Looking for Eric,116
tt0055499,Through a Glass Darkly (1961),1961,8.0,6397,89 mins.,Drama,Through a Glass Darkly,89
tt0162983,Hanging Up (2000),2000,4.4,6395,94 mins.,Comedy|Drama,Hanging Up,94
tt0434124,Kinky Boots (2005),2005,6.9,6392,107 mins.,Comedy|Drama|Music,Kinky Boots,107
tt0046487,Mr. Hulot's Holiday (1953),1953,7.5,6389,114 mins.,Comedy,Mr. Hulot's Holiday,114
tt0054632,Last Year at Marienbad (1961),1961,7.9,6389,94 mins.,Drama|Mystery|Romance,Last Year at Marienbad,94
tt0117615,Shall We Dance? (1996),1996,7.8,6383,136 mins.,Comedy|Drama|Music|Romance,Shall We Dance?,136
tt0116531,High School High (1996),1996,5.1,6377,86 mins.,Comedy|Crime|Romance,High School High,86
tt0808240,Turks in Space (2006),2006,1.8,6370,110 mins.,Action|Comedy|Sci-Fi,Turks in Space,110
tt0087507,Johnny Dangerously (1984),1984,5.9,6365,90 mins.,Comedy|Crime,Johnny Dangerously,90
tt1024943,Om Shanti Om (2007),2007,6.3,6361,162 mins.,Action|Comedy|Drama|Musical|Romance|Thriller,Om Shanti Om,162
tt0158811,Muppets from Space (1999),1999,6.1,6357,87 mins.,Family|Comedy|Sci-Fi|Adventure,Muppets from Space,87
tt0100395,Postcards from the Edge (1990),1990,6.5,6352,101 mins.,Comedy|Drama,Postcards from the Edge,101
tt0091223,House (1986),1986,5.8,6348,93 mins.,Comedy|Fantasy|Horror,House,93
tt0347304,Kal Ho Naa Ho (2003),2003,7.6,6343,186 mins.,Drama|Romance,Kal Ho Naa Ho,186
tt0496436,White Noise 2: The Light (2007),2007,5.9,6335,99 mins.,Drama|Fantasy|Horror|Thriller,White Noise 2: The Light,99
tt0077572,Force 10 from Navarone (1978),1978,6.1,6326,118 mins.,Action|Drama|War,Force 10 from Navarone,118
tt0111400,Terminal Velocity (1994),1994,5.2,6322,102 mins.,Action|Thriller|Mystery,Terminal Velocity,102
tt0093278,Ishtar (1987),1987,3.9,6320,107 mins.,Adventure|Comedy|Music,Ishtar,107
tt0092695,The Brave Little Toaster (1987),1987,7.2,6315,90 mins.,Animation|Adventure|Comedy|Family|Fantasy|Musical,The Brave Little Toaster,90
tt0482629,The Ultimate Gift (2006),2006,7.2,6311,114 mins.,Drama,The Ultimate Gift,114
tt0110169,It's Pat (1994),1994,2.4,6309,77 mins.,Comedy,It's Pat,77
tt0084412,Night Shift (1982),1982,6.3,6308,106 mins.,Comedy,Night Shift,106
tt0120514,Wilde (1997),1997,6.9,6302,118 mins.,Biography|Drama|History,Wilde,118
tt0437232,Catch a Fire (2006),2006,6.7,6294,101 mins.,Action|Biography|Drama|History|Romance|Thriller,Catch a Fire,101
tt0466816,Mister Foe (2007),2007,7.1,6292,95 mins.,Drama|Mystery|Romance,Mister Foe,95
tt0088194,Streets of Fire (1984),1984,6.4,6287,93 mins.,Action|Adventure|Crime|Drama|Music|Romance|Thriller,Streets of Fire,93
tt0054033,The Little Shop of Horrors (1960),1960,6.3,6279,70 mins.,Comedy,The Little Shop of Horrors,70
tt0865559,My Life in Ruins (2009),2009,5.8,6279,95 mins.,Comedy|Romance,My Life in Ruins,95
tt0112744,The Crossing Guard (1995),1995,6.3,6271,111 mins.,Drama,The Crossing Guard,111
tt0437777,Something New (2006),2006,6.6,6385,99 mins.,Comedy|Drama|Romance,Something New,99
tt0104573,Juice (1992),1992,6.7,6381,95 mins.,Crime|Drama|Thriller,Juice,95
tt0059037,The Cincinnati Kid (1965),1965,7.2,6372,102 mins.,Drama,The Cincinnati Kid,102
tt1129423,Fireproof (2008),2008,5.6,6366,122 mins.,Drama,Fireproof,122
tt0352277,De-Lovely (2004),2004,6.5,6362,125 mins.,Biography|Drama|Music,De-Lovely,125
tt0090095,Subway (1985),1985,6.2,6358,104 mins.,Comedy|Crime|Drama|Romance|Thriller,Subway,104
tt0051554,Horror of Dracula (1958),1958,7.6,6355,82 mins.,Horror,Horror of Dracula,82
tt0158622,The Flintstones in Viva Rock Vegas (2000),2000,3.3,6350,90 mins.,Comedy|Family|Romance|Sci-Fi,The Flintstones in Viva Rock Vegas,90
tt0113097,Forget Paris (1995),1995,6.2,6347,101 mins.,Comedy|Romance,Forget Paris,101
tt0115862,The Chamber (1996),1996,5.8,6340,113 mins.,Drama|Thriller,The Chamber,113
tt1235796,Ondine (2009),2009,6.8,6332,111 mins.,Drama|Romance,Ondine,111
tt0064040,Army of Shadows (1969),1969,8.2,6323,00 mins.,Drama|War,Army of Shadows,0
tt0196857,Play It to the Bone (1999),1999,5.2,6320,124 mins.,Comedy|Drama|Sport,Play It to the Bone,124
tt0110093,I Love Trouble (1994),1994,5.0,6315,123 mins.,Action|Comedy|Romance,I Love Trouble,123
tt0150216,Cradle Will Rock (1999),1999,6.8,6312,132 mins.,Drama,Cradle Will Rock,132
tt1028576,Secretariat (2010),2010,7.1,6311,123 mins.,Drama|Family|History|Sport,Secretariat,123
tt0111579,Burnt by the Sun (1994),1994,7.9,6308,135 mins.,Comedy|Drama|History,Burnt by the Sun,135
tt0120724,Knock Off (1998),1998,4.2,6306,91 mins.,Action|Thriller,Knock Off,91
tt1166100,Ghajini (2008),2008,6.7,6296,183 mins.,Action|Drama|Mystery|Romance|Thriller,Ghajini,183
tt1234541,The Butterfly Effect 3: Revelations (2009),2009,5.8,6293,90 mins.,Crime|Drama|Sci-Fi|Thriller,The Butterfly Effect 3: Revelations,90
tt0100530,The Russia House (1990),1990,5.9,6287,124 mins.,Drama|Romance|Thriller,The Russia House,124
tt0083630,The Beastmaster (1982),1982,5.8,6280,118 mins.,Fantasy|Action|Adventure,The Beastmaster,118
tt0097289,Erik the Viking (1989),1989,5.9,6279,107 mins.,Comedy|Adventure|Fantasy,Erik the Viking,107
tt1175709,All Good Things (2010),2010,6.3,6276,101 mins.,Drama|Mystery|Thriller,All Good Things,101
tt0098309,She-Devil (1989),1989,4.8,6270,99 mins.,Comedy,She-Devil,99
tt1231277,S. Darko (2009),2009,3.8,6265,103 mins.,Crime|Mystery|Sci-Fi|Thriller,S. Darko,103
tt0079766,Quadrophenia (1979),1979,7.1,6260,117 mins.,Crime|Drama|Music,Quadrophenia,117
tt0096073,The Seventh Sign (1988),1988,5.8,6256,97 mins.,Drama|Fantasy|Horror|Thriller,The Seventh Sign,97
tt0078087,Piranha (1978),1978,5.7,6251,94 mins.,Comedy|Horror|Sci-Fi,Piranha,94
tt0089543,The Man with One Red Shoe (1985),1985,5.4,6242,92 mins.,Comedy|Thriller,The Man with One Red Shoe,92
tt0076363,The Many Adventures of Winnie the Pooh (1977),1977,7.7,6237,74 mins.,Family|Animation|Musical,The Many Adventures of Winnie the Pooh,74
tt0057261,Lord of the Flies (1963),1963,7.1,6235,92 mins.,Adventure|Drama|Thriller,Lord of the Flies,92
tt0940709,CJ7 (2008),2008,6.6,6229,86 mins.,Comedy|Drama|Family|Fantasy|Sci-Fi,CJ7,86
tt0264508,Dagon (2001),2001,6.3,6221,95 mins.,Fantasy|Horror|Mystery|Thriller,Dagon,95
tt0937237,Redacted (2007),2007,6.1,6215,90 mins.,Crime|Drama|War,Redacted,90
tt0072281,The Three Musketeers: The Queen's Diamonds (1973),1973,7.4,6213,105 mins.,Action|Adventure|Comedy|Romance,The Three Musketeers: The Queen's Diamonds,105
tt0100260,Nightbreed (1990),1990,6.1,6211,102 mins.,Drama|Fantasy|Horror,Nightbreed,102
tt0095519,License to Drive (1988),1988,5.7,6202,88 mins.,Comedy,License to Drive,88
tt0460810,The Great Buck Howard (2008),2008,6.6,6199,90 mins.,Comedy|Drama,The Great Buck Howard,90
tt0082817,Nighthawks (1981),1981,6.3,6196,99 mins.,Action|Crime|Thriller,Nighthawks,99
tt0108451,Untamed Heart (1993),1993,6.6,6189,102 mins.,Drama|Romance|Comedy,Untamed Heart,102
tt0906108,Why Did I Get Married? (2007),2007,4.5,6173,113 mins.,Comedy|Drama,Why Did I Get Married?,113
tt0099204,Cadillac Man (1990),1990,5.4,6167,97 mins.,Comedy|Crime,Cadillac Man,97
tt0058700,The Last Man on Earth (1964),1964,6.9,6165,86 mins.,Horror|Sci-Fi|Drama,The Last Man on Earth,86
tt1179069,Shelter (2010),2010,6.0,6160,112 mins.,Horror|Mystery|Thriller,Shelter,112
tt0388500,Beauty Shop (2005),2005,5.2,6154,105 mins.,Comedy,Beauty Shop,105
tt0080474,Brubaker (1980),1980,6.9,6148,132 mins.,Drama,Brubaker,132
tt0343996,The Lost City (2005),2005,6.5,6144,144 mins.,Drama,The Lost City,144
tt0047034,Gojira (1954),1954,7.3,6138,96 mins.,Drama|Horror|Sci-Fi|Thriller,Gojira,96
tt0157262,2001: A Space Travesty (2000),2000,2.9,6136,99 mins.,Comedy|Sci-Fi,2001: A Space Travesty,99
tt0388473,Tokyo Godfathers (2003),2003,7.7,6261,00 mins.,Adventure|Animation|Drama|Comedy,Tokyo Godfathers,0
tt1016075,Fame (2009),2009,4.6,6259,107 mins.,Comedy|Drama|Family|Musical|Romance,Fame,107
tt0092654,The Big Easy (1986),1986,6.5,6256,102 mins.,Action|Comedy|Crime|Mystery|Romance|Thriller,The Big Easy,102
tt0067824,Fists of Fury (1971),1971,6.7,6246,100 mins.,Action|Crime|Drama|Thriller,Fists of Fury,100
tt0110213,The Jungle Book (1994),1994,5.8,6241,111 mins.,Family|Adventure|Romance,The Jungle Book,111
tt0280477,Better Luck Tomorrow (2002),2002,7.1,6236,101 mins.,Crime|Drama,Better Luck Tomorrow,101
tt0085154,All the Right Moves (1983),1983,5.7,6233,91 mins.,Drama|Romance|Sport,All the Right Moves,91
tt0362590,Employee of the Month (2004),2004,6.1,6226,97 mins.,Comedy|Drama,Employee of the Month,97
tt0076221,Jabberwocky (1977),1977,6.1,6216,105 mins.,Adventure|Comedy|Fantasy|Horror,Jabberwocky,105
tt0215545,Bamboozled (2000),2000,6.3,6214,135 mins.,Comedy|Drama|Music,Bamboozled,135
tt0494652,"Welcome Home, Roscoe Jenkins (2008)",2008,4.7,6211,114 mins.,Comedy|Romance,"Welcome Home, Roscoe Jenkins",114
tt0080377,Any Which Way You Can (1980),1980,5.6,6207,115 mins.,Action|Comedy,Any Which Way You Can,115
tt0096870,Going Overboard (1989),1989,1.9,6201,99 mins.,Comedy,Going Overboard,99
tt0089114,Explorers (1985),1985,6.3,6198,109 mins.,Adventure|Family|Sci-Fi,Explorers,109
tt0473356,The Flock (2007),2007,5.7,6192,105 mins.,Crime|Drama|Mystery|Thriller,The Flock,105
tt0285861,Owning Mahowny (2003),2003,7.0,6174,104 mins.,Crime|Thriller|Drama,Owning Mahowny,104
tt0492486,Shrooms (2007),2007,4.7,6170,84 mins.,Horror|Thriller,Shrooms,84
tt0080569,Cruising (1980),1980,6.1,6166,102 mins.,Crime|Drama|Mystery|Thriller,Cruising,102
tt0110613,My Girl 2 (1994),1994,4.8,6162,99 mins.,Comedy|Drama|Family|Romance,My Girl 2,99
tt0299458,All the Real Girls (2003),2003,7.0,6156,108 mins.,Drama|Romance,All the Real Girls,108
tt0422272,Fragile (2005),2005,6.2,6150,101 mins.,Thriller|Horror,Fragile,101
tt0114496,Something to Talk About (1995),1995,5.5,6148,106 mins.,Comedy|Drama|Romance,Something to Talk About,106
tt0144201,Girl on the Bridge (1999),1999,7.5,6142,90 mins.,Comedy|Drama|Romance,Girl on the Bridge,90
tt0112750,Crying Freeman (1995),1995,6.4,6138,102 mins.,Action|Crime|Thriller,Crying Freeman,102
tt0291350,Millennium Actress (2001),2001,7.9,6136,87 mins.,Animation|Drama|Romance,Millennium Actress,87
tt0810922,Take Me Home Tonight (2011),2011,6.5,6136,97 mins.,Comedy|Drama,Take Me Home Tonight,97
tt0062376,"To Sir, with Love (1967)",1967,7.5,6134,105 mins.,Drama,"To Sir, with Love",105
tt1465487,Heartbreaker (2010),2010,6.8,6124,105 mins.,Comedy|Romance,Heartbreaker,105
tt0077711,Autumn Sonata (1978),1978,8.1,6120,99 mins.,Drama|Music,Autumn Sonata,99
tt0345549,Last Life in the Universe (2003),2003,7.6,6113,112 mins.,Comedy|Drama|Romance,Last Life in the Universe,112
tt0090927,The Delta Force (1986),1986,5.2,6111,125 mins.,Action|Adventure|Drama|Thriller|War,The Delta Force,125
tt0119225,Gridlock'd (1997),1997,6.9,6105,91 mins.,Comedy|Crime|Drama,Gridlock'd,91
tt0910905,In the Electric Mist (2009),2009,6.1,6105,00 mins.,Crime|Drama|Mystery|Thriller,In the Electric Mist,0
tt0120646,The Deep End of the Ocean (1999),1999,6.0,6097,106 mins.,Drama,The Deep End of the Ocean,106
tt0368658,Stage Beauty (2004),2004,7.1,6093,106 mins.,Drama,Stage Beauty,106
tt0065531,Le Cercle Rouge (1970),1970,8.1,6092,140 mins.,Crime|Drama|Thriller,Le Cercle Rouge,140
tt1042877,Cadillac Records (2008),2008,6.7,6091,109 mins.,Biography|Drama|History|Music|Romance,Cadillac Records,109
tt0806027,Blood: The Last Vampire (2009),2009,5.3,6088,91 mins.,Action|Horror|Thriller,Blood: The Last Vampire,91
tt0054389,Shoot the Piano Player (1960),1960,7.6,6082,00 mins.,Crime|Drama|Music|Romance|Thriller,Shoot the Piano Player,0
tt1032856,The Band's Visit (2007),2007,7.6,6080,87 mins.,Comedy|Drama|Music,The Band's Visit,87
tt0417976,The Promise (2005),2005,5.6,6077,121 mins.,Action|Drama|Fantasy,The Promise,121
tt0275083,The Warrior (2001),2001,7.4,6073,158 mins.,Action|Drama|History|War,The Warrior,158
tt0116707,Joe's Apartment (1996),1996,5.1,6069,80 mins.,Comedy|Musical|Fantasy,Joe's Apartment,80
tt0120831,Slums of Beverly Hills (1998),1998,6.4,6067,91 mins.,Comedy|Drama,Slums of Beverly Hills,91
tt0422093,Diary of a Mad Black Woman (2005),2005,4.9,6066,116 mins.,Comedy|Drama|Romance,Diary of a Mad Black Woman,116
tt0087075,The Company of Wolves (1984),1984,6.6,6061,95 mins.,Horror|Fantasy,The Company of Wolves,95
tt0060086,Alfie (1966),1966,7.1,6057,114 mins.,Comedy|Drama,Alfie,114
tt0361693,Happy Endings (2005),2005,6.5,6052,128 mins.,Comedy|Drama|Music|Thriller,Happy Endings,128
tt0104237,Damage (1992),1992,6.7,6050,111 mins.,Drama|Romance,Damage,111
tt0119196,The Gingerbread Man (1998),1998,5.7,6043,114 mins.,Thriller,The Gingerbread Man,114
tt0098645,Who's Harry Crumb? (1989),1989,5.4,6135,94 mins.,Comedy|Crime|Mystery,Who's Harry Crumb?,94
tt0119375,Insomnia (1997),1997,7.3,6133,96 mins.,Crime|Drama|Mystery|Thriller,Insomnia,96
tt0051378,Elevator to the Gallows (1958),1958,8.0,6120,88 mins.,Crime|Drama|Thriller,Elevator to the Gallows,88
tt0326769,Biker Boyz (2003),2003,4.1,6119,110 mins.,Action|Drama|Crime,Biker Boyz,110
tt0096219,Talk Radio (1988),1988,7.0,6111,110 mins.,Drama,Talk Radio,110
tt0120604,Beowulf (1999),1999,3.7,6109,95 mins.,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Beowulf,95
tt0051994,A Night to Remember (1958),1958,8.0,6105,123 mins.,Action|Drama|History,A Night to Remember,123
tt0072926,The Eiger Sanction (1975),1975,6.2,6098,123 mins.,Action|Adventure|Romance|Thriller,The Eiger Sanction,123
tt0113010,Fair Game (1995),1995,3.9,6096,91 mins.,Action|Thriller,Fair Game,91
tt0071746,Lenny (1974),1974,7.6,6093,111 mins.,Biography|Drama,Lenny,111
tt0099762,Henry & June (1990),1990,6.3,6092,136 mins.,Biography|Drama,Henry & June,136
tt0100485,Revenge (1990),1990,5.6,6088,124 mins.,Crime|Drama|Romance|Thriller,Revenge,124
tt0362526,Criminal (2004),2004,6.4,6084,87 mins.,Comedy|Crime|Drama|Thriller,Criminal,87
tt0790604,Deck the Halls (2006),2006,4.5,6081,93 mins.,Comedy|Family,Deck the Halls,93
tt0062994,Funny Girl (1968),1968,7.3,6078,151 mins.,Biography|Comedy|Drama|Musical|Romance,Funny Girl,151
tt0338097,Head in the Clouds (2004),2004,6.4,6075,132 mins.,Drama|Romance|War,Head in the Clouds,132
tt0080388,Atlantic City (1980),1980,7.5,6072,104 mins.,Crime|Drama|Romance,Atlantic City,104
tt0268397,Jimmy Neutron: Boy Genius (2001),2001,5.9,6068,82 mins.,Animation|Adventure|Comedy|Family|Sci-Fi,Jimmy Neutron: Boy Genius,82
tt1244659,Extraordinary Measures (2010),2010,6.3,6067,106 mins.,Drama,Extraordinary Measures,106
